,Tweets,Sbjectivity_Scale,Polarity_Scale,Sentiment_Tags
376,comunity bank joke please change nothing constant problem bank,0.3333333333333333,0.0,Neutral
377,u also add,0.0,0.0,Neutral
378,grandma ella would 3 day greet flight crew stewardess eastern airline,0.0,0.0,Neutral
379,buy tix dallas route thanks add love yr airline amp yr website best transactional site ever,0.3666666666666667,0.5666666666666667,Positive
380,anytime sugary,0.0,0.0,Neutral
381,give credit late flight flight yesterday great service wow moment unexpected gesture,0.8375,0.175,Positive
382,need receipt flight change send one,0.0,0.0,Neutral
383,submit status match request back still hear fly monday look accelerate,0.45,0.4,Positive
384,safety video help t co cqmm7nue9m love first cross country flight livewelltraveled sytycd,0.3111111111111111,0.25,Positive
385,look fat look yummy,0.0,0.0,Neutral
386,ceo say southwest amp jetblue stray low cost model help t co 96sctomh29,0.3,0.0,Neutral
387,brilliant brisk boston cue vx363 help t co rmznivgmg6,1.0,0.9,Positive
388,atlantic plough lone furrow middleeast help t co fvudmh27pf thenationaluae,0.0,0.0,Neutral
389,atlantic plough lone furrow middleeast help t co dcobokn7ee thenationaluae,0.0,0.0,Neutral
390,atlantic plough lone furrow middleeast help t co vw4p4t4tlh thenationaluae,0.0,0.0,Neutral
391,omg omg____ nonstop dallas austin virgin______,0.0,0.0,Neutral
392,plane really pretty thought u know,1.0,0.25,Positive
393,fly hawaii,0.9,0.8,Positive
394,pull hair try book flight site work iphone ipad do computer help,0.0,0.0,Neutral
395,thank,0.0,0.0,Neutral
396,get help support ticket 15 day incident 150202 000419 thank,0.0,0.0,Neutral
397,good home texas moonlight help t co n3bvzty3zi,0.6000000000000001,0.7,Positive
398,even open laptop seat ac pay premium let,0.5,0.0,Neutral
399,seat ac even open laptop pay extra seat,0.3,0.0,Neutral
400,guy start flight end month guess still road trip feb 27_,0.0,0.0,Neutral
401,thanks need way make austin trip dna i ve come,0.2,0.2,Positive
402,announce new route austin fare 39 way help t co ga8pbamu0c,0.45454545454545453,0.13636363636363635,Positive
403,really sprint think guy kewl 0_0,0.2,0.2,Positive
404,cool never ur plane,0.65,0.35,Positive
405,39 dollar lax la fare,0.0,0.0,Neutral
406,great well deserve,0.75,0.8,Positive
407,fyi info virginamerica com email address say contact password reset email exist email bounce,0.0,0.0,Neutral
408,status match 2 week go news flt next week hope felt count towards requirement cust sec help,0.3,-0.05,Negative
409,website suck donkey dick think know best,0.3,1.0,Positive
410,still develop app favorite airline,1.0,0.5,Positive
411,crap channel pay watch uk,0.8,-0.8,Negative
412,get set thanks,0.2,0.2,Positive
413,channel year,0.0,0.0,Neutral
414,thing see passbook virgin mobile mexico integrate,0.0,0.0,Neutral
415,giant virgin america match make heaven,1.0,0.0,Neutral
416,thank goodness also see friday nak sf boom,0.0,0.0,Neutral
417,come iphone app still use make waste paper,0.0,-0.2,Negative
418,back seat entertainment system accept credit card apostrophe surname apostrophefail,0.0,0.0,Neutral
419,ex use 6 lga slot instead 4 today add au make less likely,0.5333333333333333,-0.08333333333333333,Negative
420,help step tinder game fingertips tinderchamp help t co jbmvvha63a,0.4,-0.4,Negative
421,luv ur people product 1 thing u charge herbal tea black tea caffeine drinker,0.43333333333333335,-0.16666666666666666,Negative
422,thank see y all soon excited see expansion destination spread wing,0.75,0.375,Positive
423,announces new nonstop connecting austinairport amp dallaslovefield 39 intro help t co qxnoaqtyn8 help t co jk7qmdfqgf,0.45454545454545453,0.13636363636363635,Positive
424,add austin dallas love field route help t co xwjol55flh help t co y8aormfkac,0.6,0.5,Positive
425,sad learn longer fly pal hope return,0.95,0.15000000000000002,Positive
426,name,0.0,0.0,Neutral
427,incredible customer service i ve ever experience refreshing,0.95,0.7,Positive
428,see virginamerica come philadelphia pal,0.0,0.0,Neutral
429,dream really open route dallas austin mean houston might next,0.3958333333333333,-0.10416666666666667,Negative
430,omg finally,1.0,0.0,Neutral
431,start weekly a319 flight dallas dallaslovefield austin apr geek,0.0,0.0,Neutral
432,nice see expand texas forget u santiago would love see flight,0.8,0.55,Positive
433,kinda suck earphone jack work flight may want look future passenger,0.125,0.0,Neutral
434,poor experience first computer problem seat malfunction stick miss meeting san diego,0.4666666666666667,-0.07500000000000001,Negative
435,battle southwestair dallaslovefield austinairport route help t co 6rlz0ebk2x via usatoday,0.0,0.0,Neutral
436,thankyou dallas route make day,0.0,0.0,Neutral
437,awesome deal dallas 39 way hate t co xcvqxykg49,0.95,0.09999999999999998,Positive
438,miss redbird san jose,0.0,0.0,Neutral
439,love take southwestair backyard consumer win biz competes,0.5,0.65,Positive
440,_ fly love austin excellent news,0.8333333333333334,0.7666666666666666,Positive
441,make every ex plane redbird austin one get nerd love,0.6,0.5,Positive
442,please add frequency pox portland,0.0,0.0,Neutral
443,congrats ex new route _____,0.45454545454545453,0.13636363636363635,Positive
444,try offer charge additional ok new ticket strand thus est time last time,0.34040404040404043,0.21212121212121213,Positive
445,americana u help flight get old battling cancer need treatment ____ freyabevan_fund,0.2,0.1,Positive
446,never bad experience one take cake extortion carry item well,0.6666666666666666,0.3499999999999999,Positive
447,spend 5 hour worry item carryon would break steal since could carry plane lock bag,0.0,0.0,Neutral
448,group e tell room bin get plane room least 4 bag row,0.4,-0.3,Negative
449,thanks make flight lax jak nightmare force check carry bag gate 1,0.2,0.2,Positive
450,lot flight book site work i ve phone wait 10 minute,0.0,0.0,Neutral
451,flight artisanal cheese wine pairing,0.0,0.0,Neutral
452,virgin america fly direct seattle ny boston,0.65,0.45,Positive
453,classy,0.9,0.1,Positive
454,sure lot 747 777 jfk lhr flight go lot faster 513mph strong tailwind,0.8111111111111111,0.4666666666666667,Positive
455,tminus 32 minute elevate silver upgrade window open freeneversucks ____,0.5,0.0,Neutral
456,save 871 tomorrow,0.0,0.0,Neutral
457,take 12 year fly home dallas get shit together,0.8500000000000001,0.30000000000000004,Positive
458,jezziegoldz club virgin bump new york help t co haqc7gdg7c,0.45454545454545453,0.13636363636363635,Positive
459,jezziegoldz would rough trip luckily virginamerica flight weather,0.6166666666666667,0.11666666666666665,Positive
460,thestarter,0.0,0.0,Neutral
461,please come minneapolis sta paul,0.0,0.0,Neutral
462,yes fyi,0.0,0.0,Neutral
463,another perfect flight come plane sun visor stay carrier make raise,1.0,1.0,Positive
464,virginamerica man steel might faster wifi _ say sciencebehindtheexperience help t co fgrbpazsix,0.0,0.0,Neutral
465,love dance little richard cool bean,0.5833333333333334,0.22083333333333333,Positive
466,use passbook still love though 3 i ll use email future,0.3625,0.25,Positive
467,thanks free birthday point y all right,0.5119047619047619,0.29523809523809524,Positive
468,application io look saw virgin mexico,0.0,0.0,Neutral
469,man steel fly city though frequency,0.9,0.8,Positive
470,thanks much share add site help t co tsvibtvt8h,0.2,0.2,Positive
471,good point,0.6000000000000001,0.7,Positive
472,heard virgin mobile hotspot,0.0,0.0,Neutral
473,get cheese plate flight,0.0,0.0,Neutral
474,flight,0.0,0.0,Neutral
475,dad segway best part whole infographic,0.35,0.6,Positive
476,plan short haul airline europe would defiantly fly guy,0.6,0.4,Positive
477,wifi well seating,0.0,0.0,Neutral
478,come abc one network channel,0.0,0.0,Neutral
479,start flight scold use overhead bin offer person seat next,0.0,0.0,Neutral
480,great return call day could ask myvxexperience,0.75,0.8,Positive
481,airline cancel fight flight bos help customer get home virgin say good luck,0.6000000000000001,0.7,Positive
482,dear virgin customer strand 3 day amp 1000cost least accommodate,0.4,-0.3,Negative
483,use next airline commercial lol help t co pxexilsjbs,0.2333333333333333,0.26666666666666666,Positive
484,group virgin others bos weather expose actual cu serv model never flight book problem virgin,0.1,0.0,Neutral
485,one traveler affect boston storm shock virgin complete apathy toward customer,0.4,0.1,Positive
486,umm reason someone different contact contact get definitive answer,0.6,0.0,Neutral
487,try make change advance 24 hour prior try online earlier want 300 change fee,0.25,0.0,Neutral
488,loyal drive ny pa fly virgin since cut philly flight,0.8666666666666667,0.5666666666666667,Positive
489,way change main cabin main cabin select flight without pay change fee penalty,0.3333333333333333,0.16666666666666666,Positive
490,guy perfect always 3 wervirgin,1.0,1.0,Positive
491,thanks y all best customer service leave industry,0.25,0.6,Positive
492,give silver status 12 month,0.0,0.0,Neutral
493,really wish i d fly fargo fargoairport fare amaze,0.55,0.5,Positive
494,mood light point recline seat kickin foot,0.7,0.4,Positive
495,flight 6000 scheduled departure still say time plane gate update long delay,0.4,-0.05,Negative
496,group get cancel flightlation fee waive ca ticket book 2 18 rep help either,0.0,0.0,Neutral
497,sign bonus enroll elevate,0.0,0.0,Neutral
498,get newark home la folk ear incredible letsgohome,0.9,0.9,Positive
499,morning question regard elevate point amp flight,0.0,0.0,Neutral
500,still wait see starryeyes_dev_,0.0,0.0,Neutral
501,wonder guy receive able potentially respond asap,0.8125,0.25,Positive
502,fly lax look awesome movie lineup actually wish long haul,0.6,0.4375,Positive
503,book town fare 59 way rest help t co xrdtov7nl8 help t co 4y78byackc_ jenniferdawnpro,0.0,0.0,Neutral
504,thanks,0.2,0.2,Positive
505,thanks take care happy customer,0.6,0.5,Positive
506,still refund word via please resolve issue cancel light flight useless assistant trip,0.44999999999999996,-0.04999999999999999,Negative
507,delay due lack crew delay long line deicing still need improve service unite,0.3875,-0.0875,Negative
508,thanks fill luck common,0.35,-0.04999999999999999,Negative
509,eri ord express connection hugely popular could eri ewr hop,0.9,0.6,Positive
510,even international flight glasgow u orlando newark 90 min,0.0,0.0,Neutral
511,think board flight au1066 early think,0.3,0.1,Positive
512,understand tough way get airport serious risk accident steep price,0.75,-0.3611111111111111,Negative
513,gate agent hook alternate flight way prevent constant issue would rock,0.16666666666666666,0.0,Neutral
514,fly gla mco week long airport departure international domestic ta,0.35000000000000003,0.1875,Positive
515,thanks,0.2,0.2,Positive
516,thanks ticket,0.2,0.2,Positive
517,law policy,0.0,0.0,Neutral
518,worst nonrefundable first class ticket oh select global fc system auto selects economy upgrade,0.4444444444444444,-0.25,Negative
519,cheertymedad buy tix 3 day flight ca transfer tix flaw security logic flaw customer service,0.0,0.0,Neutral
520,start claim 8 10 week unrealistic really suppose go long car seat child ridiculous,0.65,-0.17083333333333334,Negative
521,follow please airline beautifull _,0.0,0.0,Neutral
522,sure unite info system,0.8888888888888888,0.5,Positive
523,car seat lose united reimburse new one pair shoe necessity child,0.45454545454545453,0.13636363636363635,Positive
524,submit response link send,0.0,0.0,Neutral
525,yes david allan send email number kmm24999563v99860l0km case 8719519,0.0,0.0,Neutral
526,highbuddyyy totally suck cousin work pal say united,0.75,0.0,Neutral
527,want let know wonderful rosetta gate agent work flight 6457 dan ase let know wasappreciated,1.0,1.0,Positive
528,yes paper voucher get january 2015,0.0,0.0,Neutral
529,begin feb call unite say would send another voucher mail never get anything tiredofwaiting,0.0,0.0,Neutral
530,internet great thing email executive company maybe respond timely manner,0.75,0.8,Positive
531,need use chase united club pas yr old son come pas,0.2,0.1,Positive
532,suppose number,0.0,0.0,Neutral
533,thats weak see ya hey virginamerica,0.625,-0.375,Negative
534,flew back company since united didnt earlier flight,0.25,0.0,Neutral
535,lose voucher give miami airport jan 26 use,0.0,0.0,Neutral
536,try book award september need flight aegeanairlines show even many award seat available,0.45,0.45,Positive
537,sure drive total 3 hour get bag i d like explain debacle one want talk,0.8194444444444444,0.25,Positive
538,cheertymedad gee like almost care pal think int trust adult daughter,0.3,0.1,Positive
539,see tell repeatedly pilot late flight keep get late flight board defibrillator issue,0.6,-0.3,Negative
540,preferred security line anymore tsa recheck pull silverairways partner flight platinum spoil,0.0,0.0,Neutral
541,newarkliberty airport need indicate different gate terminal amp ca flyingainteasy,0.6,0.0,Neutral
542,yes please newly marry try update last name preexist international flight seem easy,0.3386363636363636,0.14242424242424243,Positive
543,united refuse reissue 400 lose voucher plane take due mechanic badcustomerservice,0.375,-0.125,Negative
544,also run instruct shattered computer help t co oaflfr7wxb,0.0,0.0,Neutral
545,yes i ve agent last 50 minute one agent rude thankfully laden nice,0.5555555555555555,0.09999999999999999,Positive
546,right overnight miami,0.5357142857142857,0.2857142857142857,Positive
547,client 11 layover ah day claim amp recheck luggage take care,0.0,0.0,Neutral
548,try find loaner seat new use used car seat illegal accord safety regulation,0.4772727272727273,-0.18181818181818182,Negative
549,die detail,0.0,0.0,Neutral
550,ah charlotte baggage claim rep latrine customerservice non existent ignore customer inappropriately touch customer,0.0,0.0,Neutral
551,kewl also let know overhead bin row ino love good abbreve,0.6000000000000001,0.6,Positive
552,thanks help get need issue austrian guess sit awhile longer,0.2,0.2,Positive
553,uctraveladvisor would love respond website saw really long form business new seat bad,0.5303030303030303,-0.028409090909090856,Negative
554,refund flight voucher another flight different airline expense today 8 hour drive inconvenient,0.8,-0.3,Negative
555,receive call back 3 day infant car seat suppose go anywhere child,0.0,0.0,Neutral
556,thanks concern contact customer care upon return australia,0.2,0.2,Positive
557,well sit ground time wait gate tiredofthis,0.0,0.0,Neutral
558,airport snow removal method 22 keep good work folk cessna become 747 help t co 9v8tmusjvu,0.6000000000000001,0.7,Positive
559,need guy book plane concern travel someone else move forward,0.0,0.0,Neutral
560,measly 50 certificate appreciate loyal customer wait tarmac ua1116 unacceptable,0.8500000000000001,-0.11666666666666672,Negative
561,email address username signor available,0.4,0.4,Positive
562,thank able claim interim expense cost stuff,0.625,0.5,Positive
563,rude rude,0.6,-0.3,Negative
564,ca get board pas austrian airline rideshare flight rebook inca 6 hour layover amp stuck outside sec,0.325,-0.05,Negative
565,received flight unite truly break guitar unitedbreaksguitars wantmymoneyback,0.0,0.0,Neutral
566,flew telaviv pay 100 third suitcase even make plane besides impolite service,0.0,0.0,Neutral
567,bag still colo spring disable search unfamiliar airport look bag good outcome,0.6000000000000001,0.7,Positive
568,shame flex ticket transfer rule even call neurosurgery icu enough,0.5,0.0,Neutral
569,denver say handle baggage make color spring give 800 number call help either,0.0,0.0,Neutral
570,guy need serious train customer service many better option put way guy handle ur mistake,0.5555555555555555,0.22222222222222224,Positive
571,6533 ord dna,0.0,0.0,Neutral
572,find problem avoid like plague tell ca find supervisor,0.0,0.0,Neutral
573,zcc82u cancel flight flight oh advance need connect flight reschedule link help help wait month see,0.0,0.0,Neutral
574,fly,0.9,0.8,Positive
575,addition first flight delay hour arrive destination 8 late flight,0.4666666666666667,-0.024999999999999994,Negative
576,cancel lighted flight rebook u add flight drive denver ke thanks,0.2,0.2,Positive
577,announcement pre boarding address mobility disability require travel lot stuff reboard,0.0,0.0,Neutral
578,flew unite last month experience awesome,0.5333333333333333,0.5,Positive
579,travel book thru united group dept ok ticket agent le willing help connection lax,0.625,0.375,Positive
580,upset disability service tell one employee carry medical equipment rude,0.3,-0.15,Negative
581,thne quick reply think assist grip put considerable inconvenience today,0.475,0.21666666666666667,Positive
582,wont transfer flight ticket accompany 11 yr old active military mom emergency brain surgery wow,0.475,-0.008333333333333331,Negative
583,getmeontop 7 week late flight still receive mile mileageplus gift card 150 starbucks card hand,0.6,-0.3,Negative
584,ok always hop improvement,0.5,0.5,Positive
585,yet complain guy check luggage throw bag around unfortunate coincidence hope,1.0,-0.5,Negative
586,ok ticket agent roger mclaren less helpful group travel problem ca find supervisor help,0.2833333333333333,0.16666666666666669,Positive
587,mobile apps need construction ground os category expensive get right,0.6178571428571429,-0.10714285714285715,Negative
588,another fail unite ticket agent ok less helpful could care less problem american come,0.18666666666666665,-0.06666666666666667,Negative
589,441 also 1 work coach good thing bird land ahead schedule use stat,0.6000000000000001,0.7,Positive
590,os control rather verizonwireless app new,0.45454545454545453,0.13636363636363635,Positive
591,sent email customer care tell may break sincerely hope help,0.5,0.5,Positive
592,silly fly delta today unite club staff attendant surly unhelpful always seem bother pesky folk,0.725,0.16666666666666666,Positive
593,phone number ca find call flight reservation,0.0,0.0,Neutral
594,well ca fix miss buddy day negligence attempt make,0.0,0.0,Neutral
595,believe help customer service could like say want number someone fix,0.0,0.0,Neutral
596,help baggage service desk say tsa screening bag make bag ear 12,0.0,0.0,Neutral
597,mobile board pas disappear phone stand line board second time week,0.0,0.0,Neutral
598,record romana newark lovely helpful choosekind,0.75,0.5,Positive
599,last night 1235 ord lga,0.06666666666666667,0.0,Neutral
600,update,0.0,0.0,Neutral
601,thank,0.0,0.0,Neutral
602,nut u200b,0.0,0.0,Neutral
603,explain eager flight attendant try ask vision ccicanine guide dog,0.4,0.2,Positive
604,point ask detail service book flight crew read continue,0.0,0.0,Neutral
605,tried one available bogota everyone rude houston stick 35 hour guy,0.5,0.05000000000000002,Positive
606,worst2unitedflightsever ua 236 la iad 2 24 mechanical problem take land fix delay wtfodds,0.0,0.0,Neutral
607,despite bag making newark good informative email track update help,0.6000000000000001,0.7,Positive
608,go ua 236 outbound flight last thus delay long delay worst2unitedflightsever,0.23333333333333334,-0.025,Negative
609,worst2unitedflightsever ua1429 iad las 2 19 mechanical problem switch aircraft delay 3 5 hour,0.0,0.0,Neutral
610,crash try check,0.0,0.0,Neutral
611,wow deal 30 plus seat available easy change make customer happy,0.8083333333333333,0.43333333333333335,Positive
612,thanks info already know,0.2,0.2,Positive
613,airline trouble winter amp get good customer service contact help t co aqjn4hwnac negotiate resolution,0.4,0.24999999999999997,Positive
614,768 logan board gong show due lax carry enforcement bin full coat room bag u need better system,0.47500000000000003,0.24166666666666667,Positive
615,thank,0.0,0.0,Neutral
616,blackmail pay _130 extra return ticket nullify san francisco airport terrible service rep scam,0.55,-0.5,Negative
617,email address reach long,0.4,-0.05,Negative
618,disappointed u didnt honor 100 credit give ur mistake take business elsewhere ___out,0.75,-0.75,Negative
619,ua1673 still wait suppose depart 9 08,0.0,0.0,Neutral
620,credit last trip never come mail,0.06666666666666667,0.0,Neutral
621,ok 7 month wait hear airline give quite bit 30 day request terrible service,0.75,-0.25,Negative
622,process ever end still wait reply since 2 month pathetic customerservice,1.0,-1.0,Negative
623,go website flight booking problem three ticket today i ve boot system umpteen time,0.0,0.0,Neutral
624,get account number website say email unavailable,0.0,0.0,Neutral
625,need book two one way order fly unaccompanied minor,0.55,0.375,Positive
626,receive 1 bag last night still miss one,0.06666666666666667,0.0,Neutral
627,simonroesner need upgrade seat even economy plus like sit concrete bench,0.30000000000000004,0.15000000000000002,Positive
628,plus help baby hannah get life save surgery require she need help pls donate rt help t co kqnrrp86a5,0.0,0.0,Neutral
629,bet wont honour like mine ey,0.0,0.0,Neutral
630,flight also delay pilot board sit scheduling,0.0,0.0,Neutral
631,guess much ask huh,0.2,0.2,Positive
632,hard stay upset someone least try show remorse,0.4708333333333333,-0.29583333333333334,Negative
633,way simple apology go long way even hollow one obvious care wellbeing,0.3267857142857143,-0.037500000000000006,Negative
634,one time thing either shock pattern repeat neglect disrespect,0.0,0.0,Neutral
635,finger cross amp intact disappointed experience actually say enjoy use,0.3375,-0.0875,Negative
636,incredibly easy fix would rather stay comfort zone get force mine,0.8333333333333334,0.43333333333333335,Positive
637,july zero excuse out of date system cause problem like,0.05,-0.05,Negative
638,everyone around u sit friend family member book ticket october december buy,0.0,0.0,Neutral
639,sure talk go nonstop flight sea ear,0.8888888888888888,0.5,Positive
640,move americana united talk service,0.0,0.0,Neutral
641,please good weekend,0.6000000000000001,0.7,Positive
642,ask legitimate question systemwide localize problem get back unrelated flight copy paste well,0.0,0.0,Neutral
643,time call need ski go airport get faith united,0.0,0.0,Neutral
644,see guy amaze one company continually make mistake yet fail hold accountable error,0.29999999999999993,-0.5,Negative
645,tourist wonder super tide tide century french uk coast help t co gxdqortss0,0.3333333333333333,0.16666666666666666,Positive
646,yeah sorry always problem united international reputation problem,0.5,-0.25,Negative
647,yall probably work,0.0,0.0,Neutral
648,maybe bbbne_sd_ks_ia would care hear go whoever listen issue cause,0.0,0.0,Neutral
649,wonder share fu insta would produce number 140 character really limit story tell,0.2,0.2,Positive
650,tell number call leave airport negligent pilot staff,0.0,0.0,Neutral
651,could email resent doesnt appear arrive,0.0,0.0,Neutral
652,yes please try get pop newark,0.0,0.0,Neutral
653,follow order come,0.0,0.0,Neutral
654,25 united coupon make break entertainment system hour flight seriously ridiculousness learncustomerservice,0.6666666666666666,-0.3333333333333333,Negative
655,drop bag overnight amp leave week suppose hold bag,0.0,0.0,Neutral
656,detail still response book today,0.0,0.0,Neutral
657,know probably way get cheaper airfare ticket flight leaving hour,0.0,0.0,Neutral
658,someone please explain process happen property find plane passenger leave heathrow,0.0,0.0,Neutral
659,able confirmation number,0.625,0.5,Positive
660,i ve sent message let know get twitter literate also really go stick 18hrs,0.2,0.2,Positive
661,unhappy response complaint email feb ref 8441639 awful customer service,0.7000000000000001,-0.6333333333333333,Negative
662,work,0.0,0.0,Neutral
663,private jet would cool work try,0.5125,0.175,Positive
664,give option use united travelbank recent flight booking problem help use recoup fund thanks,0.225,0.1,Positive
665,common keep paper work ready delay flight 1585 meeting choosechicago,0.5,-0.04999999999999999,Negative
666,3659 yul ord,0.0,0.0,Neutral
667,yep correct get email 12 30 flight cancel lighted matter flight atl delay,0.0,0.0,Neutral
668,ok problem get ah sent make connection please let know,0.5,0.5,Positive
669,do do,0.0,0.0,Neutral
670,thanks send,0.2,0.2,Positive
671,ground montreal ua3659 miss connection ua3417 sta louis help private jet,0.375,0.0,Neutral
672,frustrate nervous,0.0,0.0,Neutral
673,one make difficult,1.0,-0.5,Negative
674,child someone issue fly prepares ahead time reduce distress cause plane,0.9,0.8,Positive
675,get cancel lighted 10 hour take,0.0,0.0,Neutral
676,always happen guy make travel incredibly stressful uncomfortable good business,0.8333333333333334,0.3666666666666667,Positive
677,someone severe anxiety one person help next,0.0,0.0,Neutral
678,seek go 2 client bac u cant get need refund fill form confident work past indication,0.5416666666666667,0.125,Positive
679,response unite bot seem improvement could easily attain est class service really worth 50,0.4666666666666667,0.3666666666666667,Positive
680,unrivalled access california flight u 7 uk airport nonstop one stop connection year round,0.4,-0.2,Negative
681,book award tix thaiairways see conf united flight booking problem get get thai,0.0,0.0,Neutral
682,luckily make flight time disappointed lack communication,0.7916666666666667,-0.20833333333333334,Negative
683,check see flight 3466 atl ord get cancel light,0.7,0.4,Positive
684,service far horrid wanted end trip high note guess option,0.77,0.13,Positive
685,booked flight home 7 month ago request seat together fiance get 2 middle seat unacceptable,0.0,0.0,Neutral
686,guy horrible,1.0,-1.0,Negative
687,thne info,0.0,0.0,Neutral
688,pay 17 wifi international business ticket pennypincher,0.0,0.0,Neutral
689,ok top thing i ve lose luggage could get worse unitedairlines,0.5333333333333333,0.19999999999999998,Positive
690,kudos cancel fight flight dew morning unite usually first panic,0.3333333333333333,0.25,Positive
691,luggage break youcouldntmakethis brokenwheel,0.0,0.0,Neutral
692,flight 587 dew ord currently onetime see advisory dew may affect weather,0.4,0.0,Neutral
693,maybe one day one quote help t co mjkpgvxmpc,0.0,0.0,Neutral
694,flight delay no one remember turn heat flight 559 leave ord seriously,0.6666666666666666,-0.3333333333333333,Negative
695,another awesome new plane flight 1584 extremely nice captain steve connolly,0.8181818181818182,0.5787878787878787,Positive
696,speak real person get resolve politely efficiently 2 2,0.30000000000000004,0.2,Positive
697,file refund claim tell charge dispute bank hence would like 1 2,0.0,0.0,Neutral
698,bag make flight iad second day without clothes pretty inconvenient pretty curious unitedairlines,0.8,-0.039999999999999994,Negative
699,every united flight saipan guam adventure never know captain old plane operational,0.2,0.1,Positive
700,hence i ve ask customer service phone number speak real person get sort,0.30000000000000004,0.2,Positive
701,bag leave washington yet would convenient see left day ago unitedairlines lostluggage,0.0,0.0,Neutral
702,fly est class one leg chicago long flight china still able use lounge chicago,0.6416666666666667,0.4166666666666667,Positive
703,accord de owe refund please may provide contact number go bank file claim,0.0,0.0,Neutral
704,3 hour ago need work bag make hotel time need go elsewhere,0.0,0.0,Neutral
705,okay thank,0.5,0.5,Positive
706,i ve file claim way call update another way,0.0,0.0,Neutral
707,plus properly train agent request speak ok customer service amp transfer dead end even open,0.375,0.075,Positive
708,thanks remember load bag onto connect flight oh wait forget iceland fun clothes,0.2,0.25,Positive
709,thank cheese platter abundance entertainment option time fly,0.9,0.8,Positive
710,customer service atrocious disrupt travel plan lose luggage impossible talk human u200b,0.7000000000000001,-0.45555555555555555,Negative
711,terminal mia food open esp flight two hour early like recommend ca eat,0.4,0.05,Positive
712,ua flight 1001 currently stick portland miss ride 3 hour delay getmartyhome,0.4,0.0,Neutral
713,respond various request contact number anyone know uk customer service number unitedairlines,0.5,0.0,Neutral
714,look get bag osaka,0.0,0.0,Neutral
715,could update suitcase please online phone track tell nothing tell i d back yesterday,0.0,0.0,Neutral
716,thank try two day set,0.0,0.0,Neutral
717,1 last thing u guy charge drink transatlantic flight,0.06666666666666667,0.0,Neutral
718,lor arrival lounge fail wait 20 min shower leave find hotel u know many passenger u carry plan,0.39999999999999997,0.0,Neutral
719,luck finalize reservation i d information please let know else need want confirm asap,0.0,0.0,Neutral
720,complete form doubt use ua care 6 day vacation 5 sure ua wo feel responsibility,0.6444444444444444,0.3,Positive
721,definitely compliment really think bag lose send another airport end happy customer,0.5666666666666667,0.3333333333333333,Positive
722,thanx much follow emailed 1000 ticket voucher unitedairlines care,0.2,0.2,Positive
723,definitely trip remember ewr sti second season first seat pay loyal,0.41666666666666663,0.14583333333333331,Positive
724,nope tell u time go home sleep airport even though assured u would get room,0.0,0.0,Neutral
725,keep updated let know bag make flight burg,0.0,0.0,Neutral
726,back expensive holiday work year pay ruin want compensation amp original case back,0.3625,-0.03125,Negative
727,thanks united understand would actually like bag back do also want money,0.10000000000000002,0.06666666666666667,Positive
728,frankly worse customer service ever problem happen deal defines company never unite,0.6,-0.4,Negative
729,still valid flight seem strange delay late flight inbound crew 7 hour plane already,0.375,-0.175,Negative
730,thanks lack help can response ok desk,0.35,0.35,Positive
731,bad ua another unforeseeable operational issue return flight,0.6666666666666666,-0.6999999999999998,Negative
732,would like know go current flight land,0.4,0.0,Neutral
733,pay 25 35 luggage deliver arrive wait 3 additional day delivery,0.0,0.0,Neutral
734,8 hotel 32 people feel like hold hostage someone boarding pass ca leave fail,0.29999999999999993,-0.5,Negative
735,one great airline ___,0.75,0.8,Positive
736,outbound 2 bag 70 lab bag return home 1 bag 50 lab logic write machine human help require,0.1,0.0,Neutral
737,united like hear poor experience please share detail customer care team help t co hisc4ndmgz,0.6,-0.4,Negative
738,cancelled flight leave u fend felt come late flight get runaround 3 employee blame previous 1,0.3833333333333333,-0.23333333333333334,Negative
739,local unite number malaysia 0011 800 55558000 local unite airline kuala lump ku,0.0,0.0,Neutral
740,okay ase24766m find luggage,0.5,0.5,Positive
741,agent meet u gate say issue delay ua1116 would take online,0.0,0.0,Neutral
742,send urgent message via service united com bg0kwm narayan please respond asap also local united tel ku,0.0,0.0,Neutral
743,thanks guy get a380s anytime soon,0.2,0.2,Positive
744,lady one phone say tel aviv tel aviv unite say newark one know nothing,0.0,0.0,Neutral
745,melaniespring see kno run plane run thanks help,0.2,0.2,Positive
746,yes still answer many luggage 3 day unacceptable,0.5,0.5,Positive
747,go nothing like always,0.0,0.0,Neutral
748,sent feedback thank,0.0,0.0,Neutral
749,plus food taxi,0.0,0.0,Neutral
750,offer u 8 room 32 people fail,0.29999999999999993,-0.5,Negative
751,32 people get pretty tire action solve problem plus miss day vacation skiing,0.55,0.175,Positive
752,bright side would keep promise make hope good night thanks,0.5333333333333333,0.5333333333333333,Positive
753,yes,0.0,0.0,Neutral
754,take back comment team work hard help u far solution hotel food anything fail,0.4604166666666666,-0.17291666666666666,Negative
755,4124 arrive two hour late flight cut sit tarmac move plane gate unhappy customer,0.75,-0.44999999999999996,Negative
756,airline absolute worst idea neveragain unitedairlines,0.95,-0.4,Negative
757,thanks might want fix line customer care team currently respond inquiry within 7 10 business day,0.30000000000000004,0.1,Positive
758,flew united au austin bergstrom cancun best flight ever 737 big small,0.26666666666666666,0.25,Positive
759,frustrate frequent flyer loyal since continental upgrade equal pay 3 time top purchase ticket,0.4708333333333333,0.23333333333333334,Positive
